0.0173	0.0716	0.4938	0.4173	0.2778
0.6788	0.1464	0.0000	0.1747	0.2926
0.0814	0.0164	0.4072	0.4950	0.2994
0.2989	0.0232	0.5506	0.1274	0.3001
0.7648	0.0401	0.1837	0.0113	0.2573
0.6841	0.0285	0.2191	0.0683	0.2971
0.1750	0.4067	0.0224	0.3959	0.2851
0.7462	0.0000	0.0000	0.2538	0.2702
0.1640	0.0148	0.3753	0.4460	0.3107
0.0836	0.2897	0.0310	0.5956	0.2984
0.0744	0.0000	0.4487	0.4769	0.2401
0.1127	0.0226	0.5983	0.2665	0.2854
0.0127	0.1750	0.3179	0.4944	0.2565
0.1180	0.0271	0.5950	0.2600	0.2906
0.0000	0.1201	0.3664	0.5135	0.2275
0.0757	0.0121	0.4508	0.4614	0.2712
0.0734	0.0155	0.4244	0.4867	0.2968
0.4319	0.0131	0.5157	0.0392	0.3118
0.0161	0.1684	0.3454	0.4701	0.2782
0.1535	0.0157	0.4245	0.4063	0.2802
0.3139	0.0290	0.3505	0.3065	0.3045
0.2241	0.0057	0.5832	0.1869	0.3060
0.2972	0.0387	0.5466	0.1175	0.3117
0.5317	0.2025	0.0055	0.2603	0.3084
0.2415	0.0026	0.3315	0.4244	0.2811
0.8415	0.0038	0.1185	0.0361	0.2140
0.6817	0.1347	0.0004	0.1832	0.2937
0.0116	0.2030	0.1886	0.5968	0.2716
0.0083	0.3135	0.1539	0.5244	0.2535
0.3991	0.2995	0.0291	0.2722	0.2977
0.5065	0.1152	0.3508	0.0275	0.3059
0.4684	0.3155	0.0211	0.1951	0.3050
0.0710	0.0091	0.4125	0.5074	0.2816
0.0137	0.0814	0.4602	0.4447	0.2604
0.5567	0.0207	0.2850	0.1376	0.3028
0.6786	0.1841	0.1361	0.0012	0.3018
0.1236	0.0150	0.6086	0.2527	0.2793
0.6691	0.1207	0.2031	0.0071	0.3039
0.0053	0.2504	0.2813	0.4630	0.2599
0.7774	0.1162	0.0315	0.0749	0.3087
0.0054	0.1342	0.3605	0.5000	0.2544
0.0789	0.0070	0.4199	0.4942	0.2741
0.4909	0.0057	0.2604	0.2430	0.2893
0.0083	0.1746	0.3136	0.5035	0.2540
0.7080	0.0503	0.1661	0.0756	0.3091
0.4794	0.0171	0.2191	0.2844	0.2998
0.2269	0.4338	0.0224	0.3169	0.2825
0.0087	0.2410	0.3003	0.4500	0.2684
0.0096	0.1813	0.3107	0.4984	0.2512
0.7171	0.0194	0.2549	0.0085	0.2452
0.1258	0.3544	0.0011	0.5187	0.2407
0.8427	0.0039	0.0962	0.0572	0.2391
0.3917	0.3039	0.0210	0.2834	0.2920
0.0776	0.0783	0.4194	0.4246	0.3002
0.6648	0.1355	0.1997	0.0000	0.2987
0.0164	0.1281	0.3771	0.4784	0.2760
0.3698	0.0121	0.4181	0.2000	0.2853
0.3995	0.0094	0.3815	0.2096	0.2829
0.4305	0.0000	0.3838	0.1857	0.2784
0.0268	0.3857	0.0638	0.5237	0.2996
0.4493	0.0215	0.2970	0.2323	0.3030
0.0846	0.0615	0.4244	0.4295	0.3115
0.2162	0.2851	0.0000	0.4987	0.2515
0.7478	0.0159	0.1902	0.0461	0.2409
0.6342	0.1235	0.0024	0.2399	0.3051
0.2356	0.0050	0.3401	0.4193	0.2755
0.2918	0.0329	0.5514	0.1239	0.3075
0.0992	0.0233	0.5163	0.3612	0.2956
0.0505	0.2989	0.0250	0.6256	0.2994
0.6113	0.0145	0.1654	0.2089	0.3003
0.7260	0.0005	0.0320	0.2414	0.2947
0.2107	0.3326	0.0122	0.4445	0.2615
0.3038	0.0000	0.4535	0.2427	0.2706
0.3611	0.2951	0.0118	0.3320	0.2725
0.2149	0.2880	0.0137	0.4834	0.2682
0.8570	0.0169	0.0552	0.0709	0.2827
0.4661	0.3111	0.0233	0.1996	0.3081
0.3651	0.0126	0.2408	0.3816	0.2937
0.0314	0.3804	0.0715	0.5167	0.3100
0.0000	0.1348	0.3566	0.5085	0.2392
0.0177	0.0832	0.4099	0.4891	0.2778
0.0921	0.0640	0.4309	0.4130	0.3042
0.3991	0.1946	0.0256	0.3807	0.3100
0.0052	0.1833	0.3179	0.4936	0.2423
0.5741	0.0212	0.3215	0.0831	0.2966
0.8132	0.0381	0.1385	0.0103	0.2522
0.2028	0.0016	0.3328	0.4629	0.2700
0.0730	0.0826	0.4114	0.4330	0.3025
0.2125	0.0117	0.3184	0.4574	0.3007
0.4873	0.0109	0.2271	0.2746	0.2899
0.7233	0.0015	0.0344	0.2408	0.3075
0.0074	0.1087	0.4086	0.4754	0.2464
0.0971	0.0296	0.5035	0.3698	0.3056
0.0024	0.2415	0.1004	0.6556	0.2654
0.2207	0.2164	0.0046	0.5583	0.2657
0.4468	0.2911	0.0003	0.2618	0.2724
0.2540	0.0090	0.3663	0.3707	0.2674
0.0000	0.1880	0.3141	0.4979	0.2270
0.0764	0.0805	0.4128	0.4303	0.3054
0.0524	0.3006	0.0382	0.6088	0.3079
0.0000	0.0535	0.3280	0.6185	0.2216
0.0695	0.0708	0.4200	0.4398	0.3003
0.6662	0.1956	0.1381	0.0000	0.3004
0.8484	0.0788	0.0164	0.0564	0.2851
0.3315	0.2640	0.0201	0.3845	0.2847
0.1253	0.3506	0.0055	0.5186	0.2489
0.4497	0.0002	0.2658	0.2843	0.2634
0.3770	0.3023	0.0260	0.2948	0.2993
0.1962	0.2782	0.0376	0.4880	0.3055
0.0082	0.0837	0.4335	0.4745	0.2363
0.3419	0.2932	0.0199	0.3451	0.2888
0.2225	0.0000	0.5501	0.2275	0.2974
0.1380	0.0084	0.4794	0.3741	0.2644
0.1320	0.3395	0.0315	0.4970	0.2895
0.7876	0.0393	0.1101	0.0629	0.2975
0.2512	0.0918	0.3569	0.3001	0.3110
0.2169	0.3122	0.0052	0.4657	0.2515
0.6283	0.0038	0.2848	0.0830	0.2502
0.3862	0.0113	0.2882	0.3143	0.2755
0.0695	0.4510	0.0137	0.4659	0.2479
0.0081	0.2241	0.0591	0.7088	0.3120
0.1937	0.0104	0.3303	0.4656	0.2874
0.0710	0.2890	0.0318	0.6081	0.3036
0.6756	0.1418	0.0002	0.1825	0.2962
0.1585	0.3825	0.0126	0.4464	0.2618
0.0916	0.0101	0.4021	0.4963	0.2855
0.0119	0.0826	0.4897	0.4158	0.2523
0.3673	0.0177	0.4836	0.1314	0.3062
0.0000	0.3172	0.1920	0.4908	0.2320
0.5381	0.2507	0.0179	0.1933	0.3102
0.6816	0.0305	0.2286	0.0593	0.3068
0.2497	0.2459	0.0294	0.4750	0.3011
0.4928	0.0245	0.3199	0.1629	0.3100
